SMILES,Set,Actual,Predicted,ALogPS_logS,Mi:(Dragon7),nBM:(Dragon7),PCR:(Dragon7),VE2_Dz(Z):(Dragon7),VR2_Dz(Z):(Dragon7),SpDiam_B(m):(Dragon7),EE_B(m):(Dragon7),AVS_B(v):(Dragon7),SpPosA_B(v):(Dragon7),SpMax_B(v):(Dragon7),SpPosA_B(p):(Dragon7),SpMax_B(p):(Dragon7),EE_B(s):(Dragon7),GATS1i:(Dragon7),SpMax1_Bh(v):(Dragon7),SpMax4_Bh(s):(Dragon7),SpMin1_Bh(e):(Dragon7),SpMax_EA(bo):(Dragon7),TDB01v:(Dragon7),TDB03v:(Dragon7),Uc:(Dragon7),MLOGP:(Dragon7),ALOGP:(Dragon7),ALOGP2:(Dragon7),Residual,Standardized_Residual,Prediction_Quality
CC(C)(OOC(C)(C)C1=CC=CC=C1)C1=CC=CC=C1,Training,80.7,66.38584894540053,-5.72,1.119,12,1.308,0.205,1.026,5.342,5.161,3.398,1.278,3.659,1.261,3.649,6.233,1.112,3.892,4.165,1.935,3.815,0.818,1.367,3.7,4.312,5.37,28.83,14.314151054599478,0.8409789773197981,Good
C1CCC(CC1)SSC1CCCCC1,Training,22.7,31.707738751441983,-5.1,1.122,0,1.0,0.228,1.041,5.171,4.962,3.18,1.228,3.263,1.28,3.425,5.054,1.079,3.774,3.474,1.872,2.599,0.873,1.025,0.0,4.092,5.102,26.03,-9.007738751441984,-0.529218875381189,Good
O=C(OC1CCCCC1)C1=C(C=CC=C1)C(=O)OC1CCCCC1,Training,37.8,34.52627609979167,-5.48,1.125,8,1.205,0.175,1.063,5.525,5.303,3.338,1.238,3.739,1.213,3.722,8.238,1.258,3.895,4.463,1.925,4.04,0.833,1.122,3.17,4.167,5.257,27.64,3.2737239002083243,0.19233644853425869,Good
[Na+].[O-]S(=O)(=O)C(CC(=O)OC1CCCCC1)C(=O)OC1CCCCC1,Training,74.0,60.19093054410979,-3.35,1.136,4,1.036,0.18,1.021,6.067,5.608,3.209,1.211,3.736,1.167,3.875,8.932,1.495,3.852,6.999,1.869,4.531,0.833,1.057,2.322,1.675,2.838,8.054,13.80906945589021,0.8113046358429361,Good
C1C=CC2C3CC(C=C3)C12,Training,13.6,19.71689609579372,-3.75,1.113,2,1.12,0.29,1.158,4.936,4.434,3.572,1.35,3.633,1.35,3.633,5.103,0.962,4.01,3.269,1.761,3.385,0.891,1.042,1.585,3.267,2.112,4.461,-6.116896095793722,-0.35937730455618755,Good
OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1N=CNC2=O,Training,1.7,9.937053321859576,-1.57,1.148,7,1.231,0.223,1.091,5.504,5.07,3.395,1.261,3.763,1.218,3.716,7.864,1.751,3.868,4.578,1.708,4.214,0.819,1.297,3.0,0.736,-0.811,0.658,-8.237053321859577,-0.4839398894369109,Good
OCCNCCO,Training,14.6,5.9394106769780555,0.65,1.166,0,1.0,0.334,0.817,3.766,3.843,2.66,1.106,2.803,1.058,2.757,7.012,2.047,3.446,3.37,1.611,1.802,0.601,0.664,0.0,-0.917,-1.295,1.676,8.660589323021945,0.5088232982927364,Good
CCOC(=O)CCC(=O)OCC,Training,6.4,5.952517265104316,-1.02,1.144,2,1.058,0.269,0.886,4.658,4.574,2.952,1.195,3.243,1.139,3.179,8.182,1.808,3.563,4.446,1.658,2.916,0.7,0.98,1.585,1.121,0.79,0.623,0.4474827348956847,0.02629031727591819,Good
CCO[P+](=O)OCC,Training,6.4,5.629286942416068,-0.34,1.15,1,1.048,0.269,0.846,4.857,4.603,2.85,1.183,3.191,1.193,3.563,7.487,2.236,3.506,3.669,1.587,2.822,0.7,0.982,1.0,0.156,-0.013,0.0,0.770713057583932,0.045280609132993796,Good
CCOC(=O)C1=CC=CC=C1C(=O)OCC,Training,44.1,52.298305869750244,-2.76,1.125,8,1.269,0.213,0.977,5.516,4.966,3.264,1.247,3.734,1.21,3.719,8.216,1.344,3.883,4.447,1.916,4.037,0.811,1.427,3.17,2.577,2.238,5.01,-8.198305869750243,-0.48166341544104757,Good
CCOS(=O)(=O)OCC,Training,-4.0,5.938155512284186,-0.9,1.149,2,1.082,0.238,0.864,5.557,4.991,2.951,1.19,3.605,1.139,3.745,8.169,2.244,3.667,4.302,1.617,4.472,0.745,1.079,1.585,0.459,0.169,0.028,-9.938155512284187,-0.5838823292618751,Good
OCCOCCO,Training,0.4,5.4397689123755555,0.98,1.159,0,1.0,0.332,0.817,3.775,3.87,2.653,1.103,2.795,1.048,2.726,7.045,1.965,3.391,3.37,1.541,1.802,0.612,0.695,0.0,-0.917,-1.028,1.057,-5.039768912375555,-0.2960943816850267,Good
O=C(OCCOCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,Training,29.2,33.918566629117954,-4.75,1.117,14,1.289,0.193,1.022,5.283,5.329,3.369,1.262,3.624,1.227,3.611,8.269,1.228,3.856,4.726,1.898,3.67,0.855,1.348,3.907,3.071,3.058,9.354,-4.718566629117955,-0.2772232403468917,Good
COCCOCCO,Training,10.3,6.97425026515874,0.52,1.156,0,1.0,0.318,0.836,3.824,4.004,2.698,1.133,2.816,1.083,2.744,6.561,2.137,3.408,3.438,1.554,1.848,0.606,0.808,0.0,-0.507,-0.62,0.384,3.325749734841261,0.1953930484707081,Good
CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,Training,103.2,96.14048036184846,-4.39,1.114,13,1.419,0.193,1.027,5.56,5.186,3.439,1.291,3.783,1.272,3.781,7.278,0.961,3.962,4.569,1.991,4.065,0.848,1.51,3.807,3.956,5.087,25.87,7.059519638151542,0.41475792612612156,Good
COS([O-])(=O)=O.CN1C(=CC(C2=CC=CC=C2)=[N+]1C)C1=CC=CC=C1,Training,91.0,72.72813050860846,-4.83,1.114,17,1.459,0.195,1.08,5.627,5.216,3.624,1.331,3.855,1.323,3.83,6.108,1.141,4.0,3.81,1.931,4.366,0.854,1.633,4.17,4.061,4.339,18.83,18.27186949139154,1.0735011849447915,Good
FC1=CC=CC(F)=C1C(=O)NC(=O)NC1=CC=C(Cl)C=C1,Training,-8.0,22.730654261300753,-4.72,1.137,14,1.338,0.202,1.024,5.608,5.434,3.417,1.281,3.748,1.24,3.727,9.312,0.908,3.871,7.412,1.892,4.101,0.985,1.719,3.907,3.508,3.47,12.04,-30.730654261300753,-1.8054744633097024,Good
COC1=CC=C(C=C1)N1N=C(C=C1C1=CC=C(C=C1)S(C)=O)C(F)F,Training,33.1,49.48586395317179,-4.3,1.13,18,1.455,0.172,1.062,6.012,5.655,3.498,1.29,3.851,1.264,3.849,9.149,0.937,3.989,4.983,1.953,4.272,0.94,1.82,4.248,3.348,4.156,17.28,-16.385863953171786,-0.9626953814639155,Good
C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4C[C@@H](O)[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C,Training,13.1,4.961044801722083,-3.79,1.136,2,1.027,0.123,1.117,5.46,6.095,3.307,1.22,3.761,1.174,3.751,8.662,1.379,4.05,6.449,2.05,4.044,0.813,1.31,1.585,0.957,1.999,3.998,8.138955198277916,0.47817646977394823,Good
CCCCCCOC(=O)CCCCC(=O)OCCCCCC,Training,1.0,15.418004907017293,-5.36,1.141,2,1.028,0.194,0.935,4.58,5.068,2.988,1.205,3.21,1.173,3.153,8.211,1.639,3.662,4.435,1.77,2.845,0.704,0.866,1.585,3.836,5.487,30.1,-14.418004907017293,-0.8470805551405094,Good
CCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCC,Training,17.7,26.667265427576318,-5.93,1.131,8,1.224,0.168,0.983,5.516,5.263,3.188,1.237,3.735,1.209,3.719,8.238,1.404,3.886,4.426,1.917,4.037,0.765,1.074,3.17,4.559,6.023,36.28,-8.967265427576319,-0.526841003694391,Good
CC(C)(O)CCCC(=C)C=C,Training,28.9,32.12964206841465,-2.76,1.136,2,1.065,0.28,0.876,4.684,4.434,3.042,1.244,3.339,1.226,3.336,6.61,1.374,3.713,4.076,1.82,3.103,0.697,1.016,1.585,2.642,2.587,6.692,-3.2296420684146483,-0.18974657130865008,Good
CC(C)COC(=O)CCCCC(=O)OCC(C)C,Training,63.2,45.87203050051429,-3.63,1.142,2,1.036,0.218,0.921,4.605,4.922,2.999,1.211,3.225,1.169,3.17,8.202,1.678,3.648,4.461,1.755,2.853,0.704,0.935,1.585,2.849,3.388,11.48,17.32796949948571,1.0180455699483253,Good
CC(C)CCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC(C)C,Training,4.6,0.5543766247116164,-7.09,1.14,2,1.019,0.164,0.952,4.581,5.355,3.018,1.215,3.212,1.191,3.157,8.235,1.596,3.72,4.435,1.824,2.845,0.706,0.888,1.585,5.575,8.727,76.17,4.0456233752883834,0.23768676156857096,Good
CC(C)CCCCCCCOP(OCCCCCCCC(C)C)OC1=CC=CC=C1,Training,101.9,71.96264324160322,-7.88,1.134,6,1.132,0.139,0.986,5.497,5.497,3.121,1.234,3.549,1.24,3.576,6.334,1.512,3.815,4.295,1.869,3.456,0.739,0.948,2.807,6.149,8.534,72.83,29.93735675839679,1.7588669823520275,Good
CC(C)CCCCCCOC(=O)CCCCC(=O)OCCCCCCC(C)C,Training,-3.7,-6.5235920234342455,-6.8,1.14,2,1.021,0.17,0.949,4.581,5.295,3.015,1.217,3.212,1.193,3.157,8.23,1.604,3.711,4.435,1.817,2.845,0.706,0.894,1.585,5.163,7.815,61.07,2.8235920234342453,0.16589048998983852,Good
CC(C)CCCCCCOC(=O)C1CCCCC1C(=O)OCCCCCCC(C)C,Training,-35.9,-22.886527811564044,-7.12,1.138,2,1.018,0.154,0.985,5.006,5.381,3.084,1.218,3.452,1.195,3.418,8.237,1.539,3.817,4.425,1.899,3.338,0.728,0.963,1.585,5.183,8.368,70.03,-13.013472188435955,-0.7645620400864722,Good
CC(C)CCCCCOC(=O)CCCCC(=O)OCCCCCC(C)C,Training,21.0,13.178374777667548,-6.44,1.141,2,1.023,0.177,0.945,4.581,5.231,3.012,1.215,3.212,1.191,3.157,8.224,1.614,3.7,4.435,1.809,2.845,0.706,0.899,1.585,4.737,6.903,47.65,7.821625222332452,0.45953283260499567,Good
CC(O)CNCC(C)O,Training,11.5,6.989603263549825,0.47,1.159,0,1.0,0.302,0.852,4.157,4.135,2.783,1.159,3.019,1.112,2.983,7.042,1.863,3.543,3.835,1.687,2.303,0.629,0.757,0.0,-0.129,-0.54,0.291,4.510396736450175,0.26499293044050937,Good
CC(C)OC(=O)C1=CC=CC=C1C(=O)OC(C)C,Training,56.5,59.78687323670254,-3.43,1.127,8,1.255,0.202,0.978,5.524,5.07,3.26,1.259,3.738,1.223,3.721,8.225,1.365,3.885,4.488,1.917,4.039,0.794,1.332,3.17,3.112,2.993,8.96,-3.28687323670254,-0.19310899281684724,Good
CNC(=O)CSP(=S)(OC)OC,Training,39.7,25.18155095844112,-2.04,1.133,2,1.058,0.27,0.887,5.914,5.341,3.019,1.211,3.559,1.287,4.1,7.604,1.433,3.644,4.198,1.606,3.835,0.893,1.854,1.585,-0.755,0.566,0.32,14.518449041558881,0.8529818066518531,Good
CC1CC(OC(C)=O)OC(C)O1,Training,-24.1,-3.8005346668939946,-0.33,1.144,1,1.026,0.258,0.969,4.722,4.576,3.05,1.206,3.268,1.149,3.198,7.589,1.826,3.624,4.032,1.725,2.883,0.718,1.084,1.0,0.836,0.571,0.326,-20.299465333106006,-1.1926256423351582,Good
CO[Si](C)(C)OC,Training,3.5,5.162961864060686,-0.42,1.139,0,1.0,0.255,0.838,4.689,4.371,2.878,1.229,3.626,1.327,4.348,5.275,1.944,3.809,3.467,1.673,3.164,0.959,1.386,0.0,-0.081,1.62,2.624,-1.6629618640606862,-0.09770163542532999,Good
COC(=O)CCCC(=O)OC,Training,8.1,10.451212834928723,-0.87,1.145,2,1.065,0.278,0.876,4.595,4.51,2.946,1.175,3.212,1.128,3.152,8.182,1.851,3.586,4.489,1.699,2.851,0.7,1.121,1.585,0.787,0.548,0.301,-2.351212834928724,-0.1381374667514202,Good
COC(=O)C1=CC(=CC=C1)C(=O)OC,Training,40.7,45.9685982139424,-2.27,1.121,8,1.276,0.231,0.974,5.462,4.877,3.298,1.242,3.709,1.202,3.695,8.213,1.316,3.877,4.491,1.914,3.882,0.838,1.773,3.17,2.005,1.541,2.374,-5.268598213942397,-0.3095384644866156,Good
COP(C)(=O)OC,Training,13.0,10.933434022353296,-0.58,1.152,1,1.056,0.253,0.839,5.134,4.675,2.856,1.154,3.433,1.176,3.843,7.493,2.287,3.584,3.627,1.624,3.771,0.732,1.325,1.0,-0.297,-0.505,0.255,2.066565977646704,0.12141401441245603,Good
COC(=O)C1=C(C=CC=C1)C(=O)OC,Training,38.2,45.37939337935887,-2.25,1.121,8,1.288,0.231,0.974,5.516,4.877,3.298,1.242,3.734,1.202,3.718,8.213,1.316,3.881,4.483,1.915,4.036,0.838,1.819,3.17,2.005,1.541,2.374,-7.179393379358871,-0.42180069770953615,Good
COC(=O)CCC(=O)OC,Training,5.0,6.863722325947813,-0.34,1.146,2,1.073,0.297,0.864,4.648,4.439,2.939,1.17,3.236,1.116,3.172,8.179,1.908,3.546,4.482,1.643,2.903,0.699,1.212,1.585,0.434,0.092,0.008,-1.8637223259478128,-0.10949662957343459,Good
COS(=O)(=O)OC,Training,11.9,9.626595903608699,-0.65,1.154,2,1.11,0.251,0.84,5.509,4.906,2.933,1.15,3.604,1.106,3.746,8.165,2.586,3.64,4.315,1.543,4.467,0.766,1.651,1.585,-0.513,-0.529,0.28,2.2734040963913014,0.13356608049790436,Good
COC(=O)C1=CC=C(C=C1)C(=O)OC,Training,39.6,46.26434842544859,-2.29,1.121,8,1.273,0.233,0.973,5.446,4.877,3.298,1.242,3.702,1.203,3.688,8.213,1.316,3.876,4.493,1.914,3.841,0.838,1.772,3.17,2.005,1.541,2.374,-6.664348425448587,-0.39154099338190756,Good
CC1=CC(C)=C(N)C=C1.CC1=CC(N)=C(C)C=C1.CC1=CC(N)=CC(C)=C1.CC1=CC=CC(C)=C1N.CC1=C(C)C=C(N)C=C1.CC1=C(C)C(N)=CC=C1,Training,33.9,36.04347441017746,-1.4,1.129,6,1.286,0.27,0.97,5.422,4.377,3.345,1.297,3.707,1.286,3.704,5.54,1.016,3.88,3.743,1.936,3.96,0.778,1.474,2.807,2.193,2.056,4.226,-2.143474410177461,-0.12593250626644567,Good
C[As](C)(O)=O,Training,-1.8,-0.14849002060877525,0.27,1.145,1,1.08,0.283,0.8,7.031,7.231,2.872,1.221,3.509,1.282,4.161,7.676,1.704,3.685,3.467,1.676,3.646,0.929,0.78,1.0,-1.198,0.0,0.0,-1.651509979391225,-0.09702881911781916,Good
CN(C)C(Cl)=O,Training,-3.9,2.231744632713802,0.43,1.158,1,1.066,0.395,0.789,4.951,4.313,2.869,1.225,3.219,1.212,3.172,7.52,2.633,3.393,3.467,1.521,2.947,0.717,1.383,1.0,0.18,0.574,0.329,-6.1317446327138025,-0.3602496795469302,Good
C[Sn](C)(Cl)Cl,Training,-1.7,7.798384350445984,-1.12,1.109,0,1.0,0.283,0.8,9.759,10.46,3.015,1.392,3.824,1.77,5.485,5.323,1.697,3.951,3.467,1.632,3.0,2.135,1.128,0.0,1.817,0.0,0.0,-9.498384350445983,-0.5580450790800983,Good
CC(C)(C)C(O)C(=C/C1=C(Cl)C=C(Cl)C=C1)\N1C=NC=N1,Training,82.7,72.22577122996012,-4.15,1.129,12,1.368,0.199,1.026,5.721,5.486,3.406,1.306,3.768,1.298,3.767,7.063,1.294,3.918,4.632,1.929,4.003,0.887,1.617,3.7,4.199,3.763,14.16,10.474228770039886,0.6153774796453148,Good
ON=O.CCCCCCCC.C\C=C\C(=O)OC1=CC=CC=C1N(=O)=O,Training,111.1,88.81849288311612,-3.32,1.125,10,1.331,0.236,0.974,5.573,5.024,3.374,1.286,3.707,1.234,3.672,8.619,1.081,3.861,4.782,1.901,4.098,0.864,1.53,3.459,2.503,2.592,6.718,22.281507116883873,1.3090737268892902,Good
CCC(C)C1=CC(=CC(=C1O)[N+]([O-])=O)[N+]([O-])=O,Training,109.0,80.50774668583914,-3.1,1.142,10,1.291,0.206,0.979,5.802,5.18,3.338,1.261,3.835,1.196,3.806,8.972,1.075,3.938,6.999,1.967,4.317,0.828,1.533,3.459,2.702,3.002,9.011,28.492253314160862,1.6739648731022903,Good
CN\C(NCC1CCOC1)=N/[N+]([O-])=O,Training,7.4,8.63577651993412,-1.98,1.168,3,1.115,0.251,0.969,5.144,4.825,3.101,1.202,3.369,1.141,3.263,8.257,1.785,3.69,4.592,1.704,3.592,0.701,0.993,2.0,0.688,0.075,0.006,-1.2357765199341202,-0.07260382190783685,Good
CC(C)CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCC(C)C,Training,13.4,11.931489554426102,-7.18,1.133,8,1.205,0.151,0.986,5.516,5.453,3.174,1.241,3.735,1.22,3.719,8.257,1.426,3.888,4.425,1.917,4.037,0.751,1.042,3.17,5.838,8.351,69.75,1.468510445573898,0.08627730753933516,Good
CCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCC,Training,49.6,46.07101424859111,-5.31,1.13,8,1.233,0.176,0.982,5.516,5.197,3.201,1.238,3.735,1.211,3.719,8.233,1.394,3.885,4.426,1.917,4.037,0.772,1.12,3.17,4.099,5.111,26.12,3.5289857514088894,0.2073334853653344,Good
O=C(OC1=CC=CC=C1)C1=CC(=CC=C1)C(=O)OC1=CC=CC=C1,Training,79.0,66.40551997712369,-5.33,1.099,20,1.45,0.18,1.063,5.507,5.446,3.563,1.308,3.731,1.281,3.714,8.279,0.978,3.904,4.818,1.928,3.896,0.95,1.603,4.392,4.633,4.694,22.03,12.594480022876311,0.7399455887472827,Good
O(C1=CC=CC=C1)C1=CC=CC=C1,Training,57.9,65.24842524925697,-3.59,1.099,12,1.411,0.256,1.042,5.264,4.79,3.557,1.32,3.613,1.306,3.598,5.861,0.96,3.859,3.674,1.907,3.572,0.902,1.352,3.7,3.395,3.39,11.49,-7.3484252492569695,-0.4317315869770264,Good
OP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,Training,45.8,60.92492975274104,-2.27,1.109,13,1.35,0.204,1.032,5.989,5.349,3.465,1.288,3.64,1.274,3.855,7.855,1.199,3.846,4.787,1.886,3.884,0.948,1.511,3.807,3.227,2.766,7.653,-15.124929752741046,-0.8886135061014878,Good
N(C1=CC=CC=C1)C1=CC=CC=C1,Training,83.8,69.81796455131335,-2.83,1.107,12,1.411,0.258,1.042,5.258,4.778,3.56,1.322,3.616,1.315,3.607,5.739,0.988,3.877,3.674,1.931,3.572,0.882,1.329,3.7,3.395,3.38,11.43,13.982035448686645,0.8214666610429084,Good
CCCOC(=O)C1=CC=C(N=C1)C(=O)OCCC,Training,33.2,42.752291941905625,-1.95,1.133,8,1.237,0.204,0.978,5.445,5.059,3.224,1.237,3.677,1.196,3.65,8.231,1.518,3.82,4.445,1.855,3.842,0.787,1.226,3.17,1.669,2.564,6.573,-9.552291941905622,-0.561212235201518,Good
CC(O)COCC(C)O.CC(CO)OC(C)CO,Training,4.1,7.192803445743255,0.45,1.154,0,1.0,0.302,0.855,4.294,4.151,2.778,1.134,3.078,1.082,3.027,7.072,1.806,3.535,3.878,1.663,2.523,0.639,0.862,0.0,-0.129,-0.273,0.075,-3.0928034457432556,-0.1817070861507049,Good
,Training,-5.3,6.97425026515874,0.52,1.156,0,1.0,0.318,0.836,3.824,4.004,2.698,1.133,2.816,1.083,2.744,6.561,2.137,3.408,3.438,1.554,1.848,0.606,0.808,0.0,-0.507,-0.62,0.384,-12.27425026515874,-0.7211315848202977,Good
CC(COCC(C)OC(=O)C1=CC=CC=C1)OC(=O)C1=CC=CC=C1,Training,34.7,40.95263053532435,-5.03,1.119,14,1.273,0.184,1.02,5.294,5.402,3.359,1.264,3.628,1.235,3.614,8.277,1.253,3.859,4.727,1.899,3.674,0.836,1.31,3.907,3.531,3.813,14.54,-6.25263053532435,-0.3673519172110446,Good
CSC(=O)C1=C(N=C(C(C(=O)SC)=C1CC(C)C)C(F)(F)F)C(F)F,Training,44.8,48.03616914743762,-4.68,1.161,8,1.225,0.173,0.984,5.914,5.626,3.196,1.216,3.891,1.18,3.883,9.99,0.921,3.94,7.999,1.944,4.443,0.961,1.888,3.17,3.309,5.404,29.21,-3.2361691474376215,-0.19013004750788032,Good
CN(C)C(=O)NC1=CC(Cl)=C(Cl)C=C1,Training,34.4,47.70968305921994,-3.23,1.132,7,1.248,0.249,0.971,5.68,5.163,3.292,1.286,3.705,1.283,3.711,7.648,1.603,3.853,4.352,1.876,3.875,0.894,1.727,3.0,2.646,2.481,6.155,-13.309683059219942,-0.7819648964789148,Good
C=CC1=CC=CC=C1C=C,Training,23.8,38.0117458744806,-3.68,1.104,8,1.346,0.276,0.969,5.366,4.513,3.482,1.335,3.687,1.335,3.687,5.651,0.95,3.896,3.596,1.945,3.856,0.845,1.524,3.17,3.386,2.933,8.605,-14.211745874480602,-0.8349625112841859,Good
CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(OC(C)=O)=C2C,Training,-3.7,10.59876372402734,-8.21,1.133,7,1.173,0.158,1.015,5.785,5.584,3.227,1.25,3.88,1.234,3.869,7.722,1.405,3.981,4.323,2.002,4.412,0.753,1.209,3.0,6.506,10.45,109.2,-14.298763724027339,-0.8400749473512111,Good
[Na+].CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S([O-])(=O)=O,Training,104.7,93.81905605625836,-5.02,1.141,4,1.041,0.165,0.949,6.048,5.678,3.072,1.206,3.735,1.171,3.874,8.939,1.633,3.844,6.999,1.831,4.531,0.755,1.053,2.322,3.008,5.155,26.57,10.880943943741642,0.6392726383267819,Good
CCCCCCCCCCCCC1=CC=CC=C1,Training,-13.6,4.750624245214025,-7.11,1.13,6,1.187,0.215,0.975,5.1,4.863,3.176,1.255,3.553,1.255,3.553,5.589,1.306,3.863,3.965,1.93,3.444,0.741,0.909,2.807,6.568,7.334,53.79,-18.350624245214025,-1.078128151090117,Good
OCCN(CCO)CCO.CCCCCCCCCCCCC1=CC(=CC=C1)S(O)(=O)=O,Training,101.8,92.31489830654722,-5.98,1.13,8,1.22,0.196,0.979,6.35,5.517,3.223,1.25,3.849,1.234,3.964,8.338,1.349,3.971,4.687,1.973,4.665,0.799,1.042,3.17,5.145,6.298,39.66,9.485101693452776,0.5572647020076733,Good
CCCCCCCCCCCCC1=CC=CC=C1S(O)(=O)=O,Training,105.3,96.76705790770397,-5.78,1.13,8,1.234,0.197,0.979,6.366,5.518,3.223,1.251,3.867,1.234,3.979,8.338,1.349,3.979,4.691,1.978,4.704,0.799,1.068,3.17,5.145,6.298,39.66,8.532942092296025,0.5013238219253207,Good
[Cl-].[Cl-].[Cl-].[Dy+3],Training,6.3,9.919431828519855,-5.78,1.18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.852,0.0,0.008,0.0,0.0,0.0,0.0,0.203,0.382,0.146,-3.619431828519855,-0.2126473352151253,Good
OC(=O)\C=C\C1=CC=CC=C1,Training,53.5,43.91702435252623,-2.38,1.109,8,1.367,0.281,0.964,5.207,4.63,3.388,1.289,3.6,1.253,3.597,7.799,0.9,3.86,4.131,1.918,3.524,0.883,1.374,3.17,1.997,1.902,3.618,9.582975647473774,0.5630149513549705,Good
ClC1=C(Cl)C2(Cl)C3COS(=O)OCC3C1(Cl)C2(Cl)Cl,Training,16.4,20.013639989905453,-3.16,1.108,2,1.065,0.21,1.082,5.895,5.883,3.381,1.276,3.949,1.309,3.969,7.808,1.35,4.029,4.594,1.793,4.437,1.294,2.552,1.585,3.115,2.141,4.586,-3.6136399899054545,-0.2123070555508853,Good
ClC1=C(Cl)[C@]2(Cl)[C@@H]3COS(=O)OC[C@@H]3[C@@]1(Cl)C2(Cl)Cl,Training,18.9,20.013639989905453,-3.16,1.108,2,1.065,0.21,1.082,5.895,5.883,3.381,1.276,3.949,1.309,3.969,7.808,1.35,4.029,4.594,1.793,4.437,1.291,2.544,1.585,3.115,2.141,4.586,-1.1136399899054545,-0.0654281079080959,Good
OC(=O)C1C2CCC(O2)C1C(O)=O,Training,-3.4,4.508002084659071,0.22,1.136,2,1.044,0.244,1.048,5.112,4.758,3.243,1.227,3.573,1.153,3.539,8.441,1.232,3.871,6.349,1.804,3.472,0.865,1.181,1.585,-0.059,-0.381,0.146,-7.908002084659071,-0.4646076096606836,Good
CCOP(=S)(OC1=CC=C(C=C1)[N+]([O-])=O)C1=CC=CC=C1,Training,78.6,82.91120408902961,-5.52,1.111,15,1.352,0.199,1.026,6.39,5.663,3.478,1.298,3.79,1.308,4.137,8.32,1.011,3.941,4.712,1.949,4.204,0.955,1.745,4.0,3.311,3.977,15.82,-4.311204089029616,-0.2532900478679842,Good
FC1=CC=C(C=C1)[C@@]1(CN2C=NC=N2)O[C@@H]1C1=C(Cl)C=CC=C1,Training,62.2,45.965091817549656,-4.68,1.124,17,1.319,0.19,1.109,5.63,5.528,3.575,1.301,3.817,1.281,3.803,8.372,1.004,3.99,4.747,1.92,4.117,0.958,1.729,4.17,4.396,3.434,11.79,16.234908182450347,0.9538264915662471,Good
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,Training,13.4,5.553845608865089,-3.2,1.143,2,1.008,0.115,1.03,5.203,6.001,3.16,1.2,3.57,1.156,3.539,8.832,1.643,3.869,6.453,1.893,3.581,0.746,1.297,1.585,-0.139,1.652,2.73,7.846154391134911,0.4609739600050987,Good
CC(C)[C@H](C(=O)O[C@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(Cl)C=C1,Training,47.1,45.94873555700345,-5.71,1.108,20,1.411,0.165,1.05,5.563,5.714,3.506,1.317,3.711,1.301,3.701,8.109,1.045,3.922,4.923,1.944,3.773,0.925,1.576,4.392,4.832,6.671,44.51,1.151264442996549,0.06763860393835809,Good
COC1=CC=C(CC=C)C=C1,Training,21.6,32.79556637219948,-3.31,1.117,7,1.285,0.257,0.969,5.253,4.557,3.339,1.289,3.619,1.275,3.612,5.723,1.186,3.862,3.674,1.917,3.637,0.793,1.385,3.0,2.723,2.821,7.961,-11.19556637219948,-0.6577572028054643,Good
C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1C[C@@H](O)[C@@H]2O,Training,29.7,36.60399820919393,-3.38,1.125,6,1.162,0.196,1.12,5.521,5.178,3.429,1.26,3.767,1.231,3.763,7.531,1.019,4.031,4.629,2.05,3.973,0.86,1.391,2.807,2.799,2.846,8.099,-6.903998209193933,-0.40562079659764294,Good
C[C@]12CCC3C(CCC4=C3C=CC(O)=C4)C1CCC2=O,Training,15.3,26.368973919278496,-4.84,1.119,7,1.178,0.201,1.126,5.527,5.158,3.494,1.286,3.77,1.268,3.766,7.82,1.019,4.031,4.282,2.05,3.975,0.881,1.422,3.0,3.544,3.773,14.24,-11.068973919278495,-0.6503196962996429,Good
